,2018-05-13,2018-05-06,2018-04-29,2018-04-22,2018-04-15,2018-04-08,2018-04-01,2018-03-25,2018-03-18,2018-03-11,2018-03-04,2018-02-25,2018-02-18,2018-02-11,2018-02-04,2018-01-28,2018-01-21,2018-01-14,2018-01-07,2017-12-31,2017-12-24,2017-12-17,2017-12-10,2017-12-03,2017-11-26,2017-11-19
palatini,10.0,10.0,10.0,8.0,8.0,8.0,11.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,16.0,16.0,14.0,14.0,14.0
eth,10.0,10.0,10.0,13.0,13.0,16.0,16.0,14.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,14.0,14.0,14.0,14.0
dirichlet,25.0,23.0,23.0,24.0,25.0,25.0,26.0,28.0,25.0,24.0,22.0,24.0,22.0,16.0,16.0,15.0,16.0,17.0,16.0,16.0,16.0,14.0,14.0,14.0,14.0,14.0
klein,10.0,10.0,5.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,6.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0
higgsplosion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
poissonlie,5.0,5.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,10.0,10.0,11.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0
kerrnewman,10.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,6.0,12.0,12.0,13.0,13.0,12.0,14.0,14.0,14.0,14.0
comoving,10.0,12.0,11.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,13.0,13.0,14.0,14.0,14.0
hagedorn,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,3.0,4.0,4.0,5.0,8.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,14.0,14.0,14.0
lv,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0,14.0,14.0
hepth,12.0,12.0,11.0,11.0,11.0,7.0,4.0,7.0,6.0,5.0,4.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,13.0,13.0,14.0,14.0
modelindependent,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,13.0,14.0,14.0
scaleinvariant,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0,9.0,9.0,11.0,12.0,13.0,13.0,13.0,13.0,10.0,11.0,14.0,14.0
ambitwistor,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,12.0,13.0,13.0,17.0,17.0,17.0,17.0,14.0,14.0,13.0,14.0
thermofield,6.0,7.0,7.0,5.0,5.0,5.0,7.0,8.0,9.0,9.0,9.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0
bogoliubov,17.0,19.0,18.0,18.0,17.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,17.0,17.0,21.0,21.0,13.0,15.0,15.0,15.0,16.0,14.0,13.0,13.0,13.0,14.0
quasiparticle,17.0,19.0,19.0,19.0,17.0,17.0,16.0,16.0,16.0,18.0,19.0,19.0,18.0,18.0,19.0,19.0,15.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,13.0,14.0
dft,15.0,18.0,18.0,18.0,18.0,18.0,22.0,20.0,18.0,18.0,18.0,18.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,12.0,12.0,12.0,12.0,14.0
landauginzburg,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,8.0,8.0,8.0,9.0,11.0,9.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,12.0,12.0,11.0,12.0,14.0
realised,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,13.0,13.0,11.0,11.0,12.0,14.0
threeform,10.0,10.0,10.0,9.0,9.0,9.0,12.0,12.0,11.0,12.0,8.0,8.0,8.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,14.0
xxz,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,11.0,14.0
polyakov,18.0,18.0,19.0,21.0,21.0,19.0,20.0,20.0,18.0,20.0,20.0,18.0,18.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,18.0,15.0,15.0,16.0,15.0,13.0
eos,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,9.0,9.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,13.0
hypermultiplet,16.0,19.0,21.0,21.0,20.0,19.0,18.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,13.0,15.0,15.0,18.0,14.0,13.0
penrose,13.0,12.0,13.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,14.0,13.0,13.0
weinberg,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,11.0,12.0,11.0,11.0,11.0,14.0,15.0,13.0,13.0,13.0
bhs,32.0,32.0,31.0,29.0,29.0,20.0,20.0,20.0,17.0,18.0,18.0,19.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,13.0,13.0,13.0,13.0
meanfield,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,11.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0
kk,32.0,33.0,33.0,33.0,33.0,35.0,29.0,23.0,23.0,23.0,23.0,23.0,19.0,15.0,17.0,17.0,15.0,17.0,16.0,16.0,12.0,13.0,13.0,13.0,13.0,13.0
swave,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,11.0,12.0,13.0,13.0,13.0,13.0
schur,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,13.0,13.0,13.0
eigenmodes,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,8.0,8.0,15.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,15.0,13.0,12.0,12.0,12.0,13.0,13.0
starobinsky,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,13.0,13.0
bcfw,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0
generalise,6.0,5.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0
chromodynamics,13.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,11.0,12.0,13.0,13.0
hypermultiplets,27.0,27.0,27.0,28.0,25.0,23.0,26.0,26.0,26.0,27.0,27.0,23.0,23.0,19.0,19.0,19.0,18.0,18.0,19.0,18.0,20.0,17.0,18.0,15.0,12.0,13.0
pointlike,6.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,13.0,12.0,12.0,13.0
polylogarithms,20.0,20.0,20.0,19.0,19.0,18.0,17.0,12.0,13.0,15.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,11.0,10.0,12.0,12.0,13.0
quasitopological,4.0,4.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0
postnewtonian,5.0,5.0,4.0,4.0,4.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,13.0
otoc,16.0,16.0,16.0,17.0,15.0,15.0,15.0,13.0,9.0,8.0,8.0,8.0,8.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,13.0
bayesian,8.0,8.0,8.0,9.0,9.0,9.0,9.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,15.0,14.0,14.0,12.0
finitedimensional,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,15.0,16.0,16.0,18.0,18.0,19.0,19.0,16.0,16.0,15.0,14.0,14.0,16.0,14.0,13.0,13.0,13.0,12.0
holonomy,13.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0,15.0,14.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,14.0,13.0,13.0,13.0,13.0,12.0
smarr,4.0,4.0,4.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,11.0,10.0,10.0,12.0,13.0,13.0,12.0
proca,18.0,14.0,15.0,14.0,16.0,16.0,16.0,14.0,15.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,10.0,7.0,7.0,9.0,11.0,11.0,13.0,12.0
fractal,6.0,6.0,6.0,6.0,6.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,12.0,12.0,12.0,14.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,12.0,12.0
ultralight,9.0,10.0,10.0,10.0,9.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,11.0,11.0,13.0,13.0,13.0,12.0,12.0
hartlehawking,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,13.0,13.0,13.0,12.0,12.0
nonlinearly,11.0,12.0,12.0,12.0,12.0,12.0,15.0,16.0,15.0,14.0,14.0,13.0,13.0,14.0,14.0,15.0,18.0,17.0,17.0,17.0,19.0,17.0,14.0,12.0,12.0,12.0
scft,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,27.0,26.0,25.0,23.0,23.0,23.0,23.0,22.0,18.0,17.0,17.0,16.0,14.0,12.0,12.0,12.0
finetuning,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,14.0,12.0,12.0,12.0
kaehler,2.0,1.0,1.0,1.0,1.0,5.0,8.0,8.0,8.0,8.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
nearzero,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
gb,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
thedimensional,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,12.0,13.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0
gibbs,15.0,15.0,15.0,15.0,15.0,13.0,14.0,14.0,14.0,17.0,18.0,18.0,17.0,18.0,18.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,12.0,11.0,12.0,12.0
exceeds,5.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0
multitrace,0.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,12.0,12.0
frobenius,6.0,6.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,10.0,10.0,12.0,12.0
lightfront,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,15.0,15.0,14.0,13.0,12.0,11.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0
parketaylor,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,12.0
elevendimensional,12.0,12.0,12.0,13.0,15.0,16.0,18.0,18.0,18.0,18.0,18.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,12.0,13.0,12.0,11.0,12.0
wkb,16.0,17.0,17.0,17.0,17.0,19.0,19.0,18.0,14.0,13.0,13.0,14.0,14.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,12.0
vev,14.0,14.0,15.0,15.0,16.0,16.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,14.0,18.0,19.0,16.0,16.0,13.0,12.0,11.0,11.0,11.0,12.0
efolds,8.0,8.0,9.0,12.0,11.0,11.0,11.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,12.0,11.0,11.0,11.0,12.0
microstates,21.0,21.0,23.0,19.0,19.0,19.0,17.0,18.0,18.0,15.0,15.0,15.0,17.0,17.0,15.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0
shortdistance,4.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,12.0
rmatrix,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,12.0
outoftimeordered,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,8.0,8.0,9.0,7.0,7.0,12.0
selfinteracting,15.0,14.0,17.0,17.0,16.0,14.0,13.0,13.0,12.0,11.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0
wesszumino,22.0,23.0,24.0,20.0,19.0,18.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,14.0,13.0,14.0,14.0,14.0,16.0,17.0,13.0,12.0,12.0,11.0
gravitationalwave,11.0,11.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,10.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,11.0
selfinteraction,14.0,13.0,13.0,10.0,12.0,11.0,13.0,14.0,13.0,13.0,13.0,14.0,12.0,13.0,13.0,14.0,14.0,14.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0
selfduality,10.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,13.0,11.0,11.0,11.0,11.0,12.0,11.0
frw,20.0,19.0,19.0,20.0,20.0,20.0,18.0,18.0,17.0,16.0,17.0,17.0,16.0,17.0,16.0,16.0,15.0,16.0,16.0,16.0,18.0,15.0,17.0,12.0,11.0,11.0
broader,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,9.0,11.0,11.0,12.0,12.0,12.0,13.0,12.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0
supermultiplet,12.0,13.0,14.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,11.0,11.0
einsteinmaxwell,10.0,10.0,11.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,13.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,13.0,11.0,11.0,11.0
fourfermion,7.0,7.0,7.0,9.0,8.0,8.0,8.0,10.0,11.0,11.0,10.0,10.0,10.0,14.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,11.0
nf,4.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
pidm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
selfadjoint,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,11.0,11.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
pomeron,9.0,10.0,10.0,10.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
leibniz,6.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0
lqg,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,5.0,3.0,3.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0
nongaussian,17.0,18.0,17.0,17.0,15.0,16.0,17.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0,10.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0
tachyonic,6.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0
anapole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.0,11.0,11.0,11.0
textit,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,19.0,19.0,19.0,20.0,20.0,15.0,15.0,15.0,15.0,16.0,17.0,10.0,10.0,11.0,11.0,11.0
fock,19.0,19.0,20.0,17.0,18.0,18.0,18.0,18.0,15.0,16.0,15.0,14.0,14.0,16.0,18.0,17.0,14.0,14.0,13.0,13.0,14.0,12.0,12.0,10.0,11.0,11.0
reissnernordstrom,16.0,17.0,18.0,16.0,17.0,16.0,15.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,11.0
endpoint,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,11.0,11.0,11.0,9.0,10.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,11.0,11.0
backreacted,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0
etc,18.0,20.0,20.0,17.0,17.0,16.0,16.0,16.0,17.0,16.0,15.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,12.0,9.0,10.0,11.0,11.0
sinegordon,14.0,12.0,12.0,12.0,12.0,11.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,8.0,11.0,10.0,10.0,10.0,9.0,9.0,11.0,11.0
axionlike,4.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,11.0,11.0
sugra,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0
cy,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,4.0,4.0,4.0,8.0,8.0,11.0,11.0
isospin,17.0,19.0,19.0,22.0,23.0,22.0,19.0,18.0,18.0,14.0,14.0,12.0,12.0,11.0,10.0,10.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0
oneparticle,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0
simeq,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0
quarkonium,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,11.0
phonons,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,11.0
lorentzviolating,16.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,10.0,6.0,8.0,11.0
yb,12.0,12.0,7.0,7.0,10.0,10.0,10.0,10.0,9.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0
thematrix,20.0,22.0,18.0,18.0,18.0,16.0,16.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,13.0,16.0,16.0,17.0,17.0,16.0,10.0
yangian,14.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,13.0,13.0,13.0,10.0
characterised,15.0,17.0,17.0,17.0,18.0,17.0,16.0,16.0,16.0,16.0,18.0,17.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,13.0,13.0,12.0,13.0,13.0,10.0
qfts,11.0,11.0,11.0,11.0,11.0,11.0,12.0,9.0,9.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,13.0,13.0,10.0
fourloop,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,11.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,12.0,12.0,10.0
gribov,18.0,18.0,18.0,15.0,15.0,14.0,14.0,11.0,11.0,11.0,11.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,9.0,9.0,11.0,12.0,12.0,10.0
generalisation,15.0,14.0,15.0,14.0,12.0,12.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,11.0,11.0,12.0,10.0
hadron,19.0,19.0,20.0,20.0,20.0,19.0,20.0,21.0,22.0,22.0,23.0,23.0,22.0,21.0,21.0,17.0,17.0,17.0,16.0,14.0,12.0,13.0,13.0,12.0,11.0,10.0
ew,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,12.0,11.0,11.0,10.0
abj,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,10.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0
hyperkahler,11.0,11.0,12.0,11.0,12.0,12.0,13.0,13.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,15.0,15.0,16.0,10.0,10.0
supercurrent,9.0,10.0,11.0,9.0,12.0,12.0,12.0,13.0,13.0,13.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,13.0,12.0,10.0,10.0
tendimensional,10.0,11.0,13.0,13.0,13.0,13.0,15.0,14.0,13.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,11.0,10.0,10.0
superpotentials,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,11.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0
selfconsistent,14.0,13.0,14.0,13.0,13.0,12.0,13.0,13.0,12.0,10.0,9.0,9.0,10.0,11.0,11.0,10.0,10.0,11.0,13.0,13.0,12.0,11.0,11.0,10.0,10.0,10.0
bjorken,11.0,13.0,13.0,13.0,12.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,13.0,13.0,13.0,11.0,11.0,11.0,10.0,10.0,10.0
nogo,9.0,9.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,12.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0
bosonization,20.0,20.0,18.0,17.0,15.0,14.0,13.0,13.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,14.0,14.0,13.0,11.0,10.0,10.0,10.0,10.0
